source_pdf,หน่วยเลือกตั้งที่,หมู่ที่,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,เลขพรรค,ชื่อพรรค,จำนวนคะแนนที่ได้,จำนวนคะแนนที่ได้(ตัวเลขดิบ),จำนวนที่ได้(ตัวอักษร),จำนวนคะแนนที่ได้_decision
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,20.0,ฟิวชัน,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,21.0,ไทรวมพลัง,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,22.0,ก้าวอิสระ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,23.0,ปวงชนไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,24.0,วิชชันใหม่,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,25.0,เพื่อชีวิตใหม่,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,26.0,คลองไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,27.0,ประชาธิปัตย์,9.0,9,เก้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,28.0,ไทยก้าวหน้า,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,29.0,ไทยภักดี,5.0,5,ห้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,30.0,แรงงานสร้างชาติ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,31.0,ประชากรไทย,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,32.0,ครูไทยเพื่อประชาชน,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,33.0,ประชาชาติ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,8,5.0,ตำบลแม่อาย,ทต.แม่อาย,398.0,52.0,18.0,34.0,สร้างอนาคตไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,1.0,ไทยทรัพย์ทวี,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,2.0,เพื่อชาติไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,3.0,ใหม่,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,4.0,มิติใหม่,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,5.0,รวมใจไทย,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,6.0,รวมไทยสร้างชาติ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,7.0,พลวัต,4.0,4,สี่,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,8.0,ประชาธิปไตยใหม่,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,9.0,เพื่อไทย,60.0,60,หกสิบ,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,10.0,ทางเลือกใหม่,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,11.0,เศรษฐกิจ,13.0,13,สิบสาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,12.0,เสรีรวมไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,13.0,รวมพลังประชาชน,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,14.0,ท้องที่ไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,15.0,อนาคตไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,16.0,พลังเพื่อไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,17.0,ไทยชนะ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,18.0,พลังสังคมใหม่,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,19.0,สังคมประชาธิปไตยไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,20.0,ฟิวชั่น,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,21.0,ไทรวมพลัง,,,ศูนย์,missing
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,22.0,ก้าวอิสระ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,23.0,ปวงชนไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,24.0,วิชชั่นใหม่,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,25.0,เพื่อชีวิตใหม่,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,26.0,คลองไทย,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,27.0,ประชาธิปัตย์,5.0,5,ห้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,28.0,ไทยก้าวหน้า,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,29.0,ไทยภักดี,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,30.0,แรงงานสร้างชาติ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,31.0,ประชากรไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,32.0,ครูไทยเพื่อประชาชน,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,33.0,ประชาชาติ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,34.0,สร้างอนาคตไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,34.0,รักชาติ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,36.0,ไทยพร้อม,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,37.0,ภูมิใจไทย,30.0,30,สามสิบ,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,38.0,พลังธรรมใหม่,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,39.0,กรีน,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,40.0,ไทยธรรม,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,41.0,แผ่นดินธรรม,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,42.0,กล้าธรรม,14.0,14,สิบสี่,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,43.0,พลังประชารัฐ,9.0,9,เก้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,44.0,โอกาสใหม่,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,45.0,เป็นธรรม,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,46.0,ประชาชน,78.0,78,เจ็ดสิบแปด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,47.0,ประชาไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,48.0,ไทยสร้างไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,49.0,ไทยก้าวใหม่,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,50.0,ประชาอาสาชาติ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,51.0,พร้อม,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,52.0,เครือข่ายชาวนาแห่งประเทศไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,53.0,ไทยพิทักษ์ธรรม,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,54.0,ความหวังใหม่,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,55.0,ไทยรวมไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,56.0,เพื่อบ้านเมือง,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,235.0,20.0,4.0,57.0,พลังไทยรักชาติ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,1.0,ไทยภักดี,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,2.0,เพื่อชาติไทย,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,3.0,ใหม่,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,4.0,มิติใหม่,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,5.0,รวมใจไทย,6.0,6,หก,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,6.0,รวมไทยสร้างชาติ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,7.0,พลวัต,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,8.0,ประชาธิปไตยใหม่,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,9.0,เพื่อไทย,48.0,48,สี่สิบแปด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,10.0,ทางเลือกใหม่,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,11.0,เศรษฐกิจ,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,12.0,เสรีรวมไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,13.0,รวมพลังประชาชน,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,14.0,ท้องที่ไทย,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,15.0,อนาคตไทย,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,16.0,พลังเพื่อไทย,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,17.0,ไทยชนะ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,18.0,พลังสังคมใหม่,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,19.0,สังคมประชาธิปไตยไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,20.0,ฟิวชัน,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,21.0,ไทรวมพลัง,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,22.0,ก้าวอิสระ,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,23.0,ปวงชนไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,24.0,วิชชันใหม่,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,25.0,เพื่อชีวิตใหม่,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,26.0,คลองไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,27.0,ประชาธิปัตย์,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,7,6.0,ตำบลแม่อาย,ทต.แม่อาย,215.0,10.0,4.0,28.0,ไทยก้าวหน้า,0.0,0,ศูนย์,numeric_only
