source_pdf,หน่วยเลือกตั้งที่,หมู่ที่,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,จำนวนผู้มีสิทธิ,จำนวนผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หมายเลขผู้สมัคร,ชื่อผู้สมัคร,สังกัดพรรคการเมือง,จำนวนคะแนนที่ได้,จำนวนคะแนนที่ได้(ตัวเลขดิบ),จำนวนที่ได้(ตัวอักษร),จำนวนคะแนนที่ได้_decision
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,9,4.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,242.0,223.0,5.0,14.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,54.0,54,ห้าสิบสี่,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,9,4.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,242.0,223.0,5.0,14.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,9,4.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,242.0,223.0,5.0,14.0,4.0,นายสันติ ตันสุขี,ก้าวอิสระ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,9,4.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,242.0,223.0,5.0,14.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,26.0,26,ยี่สิบหก,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,9,4.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,242.0,223.0,5.0,14.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,55.0,55,ห้าสิบห้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,9,4.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,242.0,223.0,5.0,14.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,80.0,80,แปดสิบ,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,9,4.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,242.0,223.0,5.0,14.0,8.0,นายพิสัณฑ์ อุปนันท์,เศรษฐกิจ,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,9,4.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,242.0,223.0,5.0,14.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่อาย,ทต.แม่อาย,377.0,241.0,211.0,15.0,15.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,4.0,4,สี่,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่อาย,ทต.แม่อาย,377.0,241.0,211.0,15.0,15.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,33.0,33,สามสิบสาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่อาย,ทต.แม่อาย,377.0,241.0,211.0,15.0,15.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่อาย,ทต.แม่อาย,377.0,241.0,211.0,15.0,15.0,4.0,นายสันติ ตันสุข,ก้าวอิสระ,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่อาย,ทต.แม่อาย,377.0,241.0,211.0,15.0,15.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,88.0,88,แปดสิบแปด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่อาย,ทต.แม่อาย,377.0,241.0,211.0,15.0,15.0,6.0,นายนิธิกร วุฒินัย,เพื่อไทย,70.0,70,เจ็ดสิบ,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่อาย,ทต.แม่อาย,377.0,241.0,211.0,15.0,15.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,66.0,66,หกสิบหก,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่อาย,ทต.แม่อาย,377.0,241.0,211.0,15.0,15.0,8.0,นายพิสิษฐ์ อุปนันท์,เศรษฐกิจ,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่อาย,ทต.แม่อาย,377.0,241.0,211.0,15.0,15.0,9.0,นายชาญวิทยายุทธ อินทร์แก้ว,ประชากรไทย,4.0,4,สี่,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,7.0,ตำบลแม่อาย,ทต.แม่อาย,609.0,418.0,416.0,21.0,11.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,5.0,5,ห้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,7.0,ตำบลแม่อาย,ทต.แม่อาย,609.0,418.0,416.0,21.0,11.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,70.0,70,เจ็ดสิบ,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,7.0,ตำบลแม่อาย,ทต.แม่อาย,609.0,418.0,416.0,21.0,11.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,7.0,ตำบลแม่อาย,ทต.แม่อาย,609.0,418.0,416.0,21.0,11.0,4.0,นายสันติ ตันสุข,ก้าวอิสระ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,7.0,ตำบลแม่อาย,ทต.แม่อาย,609.0,418.0,416.0,21.0,11.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,99.0,99,เก้าสิบเก้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,7.0,ตำบลแม่อาย,ทต.แม่อาย,609.0,418.0,416.0,21.0,11.0,6.0,นายนิกร วุฒินชัย,เพื่อไทย,58.0,58,ห้าสิบแปด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,7.0,ตำบลแม่อาย,ทต.แม่อาย,609.0,418.0,416.0,21.0,11.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,175.0,175,หนึ่งร้อยเจ็ดสิบห้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,7.0,ตำบลแม่อาย,ทต.แม่อาย,609.0,418.0,416.0,21.0,11.0,8.0,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,7.0,ตำบลแม่อาย,ทต.แม่อาย,609.0,418.0,416.0,21.0,11.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,8.0,8,แปด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,358.0,259.0,246.0,10.0,3.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,358.0,259.0,246.0,10.0,3.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,45.0,45,สี่สิบห้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,358.0,259.0,246.0,10.0,3.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,358.0,259.0,246.0,10.0,3.0,4.0,นายสันติ ตันสุขหัย,ก้าวอิสระ,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,358.0,259.0,246.0,10.0,3.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,57.0,57,ห้าสิบเจ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,358.0,259.0,246.0,10.0,3.0,6.0,นายนิธิกร วุฒินัย,เพื่อไทย,31.0,31,สามสิบเอ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,358.0,259.0,246.0,10.0,3.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,106.0,106,หนึ่งร้อยหก,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,358.0,259.0,246.0,10.0,3.0,8.0,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,5.0,ตำบลแม่อาย,ทต.แม่อาย,358.0,259.0,246.0,10.0,3.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,2.0,ตำบลแม่อาย,ทต.แม่อาย,286.0,230.0,220.0,8.0,2.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,2.0,ตำบลแม่อาย,ทต.แม่อาย,286.0,230.0,220.0,8.0,2.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,20.0,20,ยี่สิบ,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,2.0,ตำบลแม่อาย,ทต.แม่อาย,286.0,230.0,220.0,8.0,2.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,2.0,ตำบลแม่อาย,ทต.แม่อาย,286.0,230.0,220.0,8.0,2.0,4.0,นายสันติ ตันสุขขี,ก้าวอิสระ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,2.0,ตำบลแม่อาย,ทต.แม่อาย,286.0,230.0,220.0,8.0,2.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,124.0,124,หนึ่งร้อยยี่สิบสี่,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,2.0,ตำบลแม่อาย,ทต.แม่อาย,286.0,230.0,220.0,8.0,2.0,6.0,นายนิกร วุฒินันชัย,เพื่อไทย,19.0,19,สิบเก้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,2.0,ตำบลแม่อาย,ทต.แม่อาย,286.0,230.0,220.0,8.0,2.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,50.0,50,ห้าสิบ,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,2.0,ตำบลแม่อาย,ทต.แม่อาย,286.0,230.0,220.0,8.0,2.0,8.0,นายพิสิณฑ์ อุปนันท์,เศรษฐกิจ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,2.0,ตำบลแม่อาย,ทต.แม่อาย,286.0,230.0,220.0,8.0,2.0,9.0,นายชาญวิทยายุทธ อินทร์แก้ว,ประชากรไทย,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่อาย,ทต.แม่อาย,432.0,291.0,275.0,8.0,8.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่อาย,ทต.แม่อาย,432.0,291.0,275.0,8.0,8.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,33.0,33,สามสิบสาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่อาย,ทต.แม่อาย,432.0,291.0,275.0,8.0,8.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่อาย,ทต.แม่อาย,432.0,291.0,275.0,8.0,8.0,4.0,นายสันติ ตันสุขี,ก้าวอิสระ,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่อาย,ทต.แม่อาย,432.0,291.0,275.0,8.0,8.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,57.0,57,ห้าสิบเจ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่อาย,ทต.แม่อาย,432.0,291.0,275.0,8.0,8.0,6.0,นายนิกร วุฒินันชัย,เพื่อไทย,57.0,57,ห้าสิบเจ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่อาย,ทต.แม่อาย,432.0,291.0,275.0,8.0,8.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,116.0,116,หนึ่งร้อยสิบหก,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่อาย,ทต.แม่อาย,432.0,291.0,275.0,8.0,8.0,8.0,นายพิสิษฐ์ อุปนันท์,เศรษฐกิจ,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่อาย,ทต.แม่อาย,432.0,291.0,275.0,8.0,8.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,4.0,4,สี่,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,12,11.0,ตำบลแม่อาย,ทต.แม่อาย,248.0,189.0,176.0,7.0,6.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,4.0,4,สี่,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,12,11.0,ตำบลแม่อาย,ทต.แม่อาย,248.0,189.0,176.0,7.0,6.0,2.0,นายสมดุลย์ อุตเจริญ,ประชาชน,21.0,21,ยี่สิบเอ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,12,11.0,ตำบลแม่อาย,ทต.แม่อาย,248.0,189.0,176.0,7.0,6.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0.0,0,-,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,12,11.0,ตำบลแม่อาย,ทต.แม่อาย,248.0,189.0,176.0,7.0,6.0,4.0,นายสันติ ตันสุขหุ้ย,ก้าวอิสระ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,12,11.0,ตำบลแม่อาย,ทต.แม่อาย,248.0,189.0,176.0,7.0,6.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,90.0,90,เก้าสิบ,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,12,11.0,ตำบลแม่อาย,ทต.แม่อาย,248.0,189.0,176.0,7.0,6.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,20.0,20,ยี่สิบ,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,12,11.0,ตำบลแม่อาย,ทต.แม่อาย,248.0,189.0,176.0,7.0,6.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,35.0,35,สามสิบห้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,12,11.0,ตำบลแม่อาย,ทต.แม่อาย,248.0,189.0,176.0,7.0,6.0,8.0,นายพิสิณฑ์ อุปนันท์,เศรษฐกิจ,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,12,11.0,ตำบลแม่อาย,ทต.แม่อาย,248.0,189.0,176.0,7.0,6.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,8.0,ตำบลแม่อาย,ทต.แม่อาย,301.0,185.0,170.0,10.0,5.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,8.0,ตำบลแม่อาย,ทต.แม่อาย,301.0,185.0,170.0,10.0,5.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,32.0,32,สามสิบสอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,8.0,ตำบลแม่อาย,ทต.แม่อาย,301.0,185.0,170.0,10.0,5.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,8.0,ตำบลแม่อาย,ทต.แม่อาย,301.0,185.0,170.0,10.0,5.0,4.0,นายสันติ ตันสุขขี,ก้าวอิสระ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,8.0,ตำบลแม่อาย,ทต.แม่อาย,301.0,185.0,170.0,10.0,5.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,37.0,37,สามสิบเจ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,8.0,ตำบลแม่อาย,ทต.แม่อาย,301.0,185.0,170.0,10.0,5.0,6.0,นายนิกร วุฒินันชัย,เพื่อไทย,17.0,17,สิบเจ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,8.0,ตำบลแม่อาย,ทต.แม่อาย,301.0,185.0,170.0,10.0,5.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,18.0,18,สิบแปด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,8.0,ตำบลแม่อาย,ทต.แม่อาย,301.0,185.0,170.0,10.0,5.0,8.0,นายพิสิณฑ์ อุปนันท์,เศรษฐกิจ,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,8.0,ตำบลแม่อาย,ทต.แม่อาย,301.0,185.0,170.0,10.0,5.0,9.0,นายชาญวิทยายุทธ อินทร์แก้ว,ประชากรไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,2,2.0,ตำบลแม่อาย,ทต.แม่อาย,316.0,211.0,196.0,9.0,6.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,2,2.0,ตำบลแม่อาย,ทต.แม่อาย,316.0,211.0,196.0,9.0,6.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,28.0,28,ยี่สิบแปด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,2,2.0,ตำบลแม่อาย,ทต.แม่อาย,316.0,211.0,196.0,9.0,6.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,2,2.0,ตำบลแม่อาย,ทต.แม่อาย,316.0,211.0,196.0,9.0,6.0,4.0,นายสันติ ตันสุขขี,ก้าวอิสระ,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,2,2.0,ตำบลแม่อาย,ทต.แม่อาย,316.0,211.0,196.0,9.0,6.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,91.0,91,เก้าสิบเอ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,2,2.0,ตำบลแม่อาย,ทต.แม่อาย,316.0,211.0,196.0,9.0,6.0,6.0,นายนิธิกร วุฒินัย,เพื่อไทย,21.0,21,ยี่สิบเอ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,2,2.0,ตำบลแม่อาย,ทต.แม่อาย,316.0,211.0,196.0,9.0,6.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,46.0,46,สี่สิบหก,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,2,2.0,ตำบลแม่อาย,ทต.แม่อาย,316.0,211.0,196.0,9.0,6.0,8.0,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,4.0,4,สี่,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,2,2.0,ตำบลแม่อาย,ทต.แม่อาย,316.0,211.0,196.0,9.0,6.0,9.0,นายชาญวิทยายุทธ อินทร์แก้ว,ประชากรไทย,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,10.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,234.0,219.0,7.0,8.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,6.0,6,หก,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,10.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,234.0,219.0,7.0,8.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,35.0,35,สามสิบห้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,10.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,234.0,219.0,7.0,8.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,10.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,234.0,219.0,7.0,8.0,4.0,นายสันติ ตันสุข,ก้าวอิสระ,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,10.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,234.0,219.0,7.0,8.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,93.0,93,เก้าสิบสาม,numeric_text_agree
